Supplier_Name,PO_ID,Date,Value_INR
Compoindia,PUR-ORD-2023-00539,31-03-2023,635
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02096,07-09-2023,634.99
Amazon,PUR-ORD-2023-02891,24-11-2023,634.75
Robu.in,PUR-ORD-2022-00350,05-05-2022,634.74
Robu.in,PUR-ORD-2023-00245,08-02-2023,634.74
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00637,14-04-2023,634.67
Robu.in,PUR-ORD-2023-03060,11-12-2023,630.51
Shahputra Trading Private Limited,PUR-ORD-2023-01361,22-06-2023,630.47
Emaar Enterprise,PUR-ORD-2023-01154-1,06-06-2023,630
Emaar Enterprise,PUR-ORD-2023-01172,08-06-2023,630
Epicenter3D,PUR-ORD-2023-03133,14-12-2023,630
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02234,21-09-2023,630
Kwality Diamond Tools ,PUR-ORD-2022-01516,15-11-2022,630
Makenica INC,PUR-ORD-2022-01224,09-10-2022,630
Quick Parts Solutions Pvt Ltd,PUR-ORD-2023-02753,14-11-2023,630
Vinsurwaves,PUR-ORD-2022-01097,20-09-2022,630
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00688,28-02-2024,627.48
Constflick Technologies Limited,PUR-ORD-2023-03223,22-12-2023,626
"RPI Shop (Industrybuying)	",PUR-ORD-2024-00429,07-02-2024,625.42
Air Pack,PUR-ORD-2024-01775,16-05-2024,625
Binashree Manufactruing Pvt Ltd,PUR-ORD-2022-01784,24-12-2022,625
Makenica INC,PUR-ORD-2023-02456,16-10-2023,625
Vinsurwaves,PUR-ORD-2022-00366,09-05-2022,625
Vinsurwaves,PUR-ORD-2022-00509,04-06-2022,625
Vinsurwaves,PUR-ORD-2023-00328,16-02-2023,625
Techtonics,PUR-ORD-2024-01178,02-04-2024,624.61
Dhanuka Enterprises Pvt. Ltd.,PUR-ORD-2022-00141,14-03-2022,624.31
Epicenter3D,PUR-ORD-2023-01371,23-06-2023,624
"Mouser Electronics, Inc.",PUR-ORD-2023-00873,07-05-2023,619.45
"Mouser Electronics, Inc.",PUR-ORD-2023-01527,06-07-2023,619.45
Amazon,PUR-ORD-2024-01500,02-04-2024,619.21
Amazon,PUR-ORD-2024-00377,04-02-2024,619.12
VB4U,PUR-ORD-2024-01625,05-05-2024,619
Amazon,PUR-ORD-2024-00378,04-02-2024,618.64
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-01192,09-06-2023,618.5
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01693,12-12-2022,618.49
Lee Spring,PUR-ORD-2022-00866,10-08-2022,617
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01694,12-12-2022,616.66
"Mouser Electronics, Inc.",PUR-ORD-2023-01337,20-06-2023,616.2
Amazon,PUR-ORD-2024-02019,01-07-2024,615.93
Seizo CNC Pvt Ltd,PUR-ORD-2023-01987,28-08-2023,615
Seizo CNC Pvt Ltd,PUR-ORD-2024-00706,28-02-2024,615
Vinsurwaves,PUR-ORD-2022-00439,25-05-2022,615
Vinsurwaves,PUR-ORD-2022-00489,02-06-2022,615
MISUMI INDIA PVT.LTD,PUR-ORD-2022-00234,04-04-2022,613.97
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01709,13-05-2024,612.02
VB4U,PUR-ORD-2023-01661,20-07-2023,612
Amazon,PUR-ORD-2023-01234,13-06-2023,611.81
Seizo CNC Pvt Ltd,PUR-ORD-2024-00876,11-03-2024,608
Goodwill Enterprises,PUR-ORD-2024-00480,12-02-2024,607.5
Amazon,PUR-ORD-2024-00245,23-01-2024,606
Vinsurwaves,PUR-ORD-2023-00163,22-01-2023,605
Vinsurwaves,PUR-ORD-2023-00165,22-01-2023,605
ZENITH INDUSTRIAL SUPPLIES,PUR-ORD-2024-02058,11-07-2024,605
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02147,12-09-2023,603.42
Amazon,PUR-ORD-2023-02906,26-11-2023,602.54
Amazon,PUR-ORD-2024-01910,07-06-2024,602.54
ANUBIS TECH,PUR-ORD-2024-01571,29-04-2024,600
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00266,11-04-2022,600
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00590,20-06-2022,600
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00642,08-07-2022,600
Fillet Engineering Services,PUR-ORD-2023-03073,12-12-2023,600
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01343,15-04-2024,600
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01404,17-04-2024,600
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01492,23-04-2024,600
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01655,08-05-2024,600
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01788,18-05-2024,600
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01916,10-06-2024,600
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-02000,26-06-2024,600
MS Trade Links,PUR-ORD-2023-00853-1,19-09-2023,600
Polymax Elastomers Pvt Ltd,PUR-ORD-2021-00043,10-12-2021,600
Rddhi's Print Station,PUR-ORD-2023-00282,14-02-2023,600
Rich Corporates,PUR-ORD-2022-01241,11-10-2022,600
Rich Corporates,PUR-ORD-2023-01826,03-08-2023,600
SAMS Industrial Products,PUR-ORD-2023-01624,17-07-2023,600
Skill Tech,PUR-ORD-2024-01070,22-03-2024,600
SOGO COMPUTERS PVT. LTD,PUR-ORD-2023-01972,24-08-2023,600
SUPERTRONICS,PUR-ORD-2023-00325,16-02-2023,600
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2022-01630,01-12-2022,600
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-00364,18-02-2023,600
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-00419,28-02-2023,600
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-00702,21-04-2023,600
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-02152,12-09-2023,600
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-02985,05-12-2023,600
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2024-01507,24-04-2024,600
VASAN ENGINEERING WORKS,PUR-ORD-2022-00733,20-07-2022,600
VASAN ENGINEERING WORKS,PUR-ORD-2022-00979,02-09-2022,600
VASAN ENGINEERING WORKS,PUR-ORD-2023-00110,14-01-2023,600
VB4U,PUR-ORD-2023-01429,28-06-2023,600
VB4U,PUR-ORD-2023-03116,13-12-2023,600
WOL 3D,PUR-ORD-2022-00870,10-08-2022,600
IB MONOTARO PRIVATE LIMITED ( Industrial Buying),PUR-ORD-2023-03124,14-12-2023,599.25
Macfos Limited,PUR-ORD-2024-01476,22-04-2024,596
Link Composites Pvt Ltd,PUR-ORD-2023-00130,17-01-2023,595
Link Composites Pvt Ltd,PUR-ORD-2023-00413,24-02-2023,595
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02383,09-10-2023,594.7
Amazon,PUR-ORD-2023-01590,13-07-2023,593
iPremium India,PUR-ORD-2023-00123,17-01-2023,593
Amazon,PUR-ORD-2023-01281,15-06-2023,592.38
Amazon,PUR-ORD-2023-01954,22-08-2023,592.37
Robu.in,PUR-ORD-2022-00458,30-05-2022,592.37
PMC CORPORATION,PUR-ORD-2022-00705,13-07-2022,590.8
Amazon,PUR-ORD-2023-01247,14-06-2023,590.68
Gurukripa Enterprises,PUR-ORD-2024-00389,05-02-2024,590
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-00367-1,09-05-2022,590
Festo India Private Limited,PUR-ORD-2024-01983-1,25-06-2024,589.17
Macfos Limited,PUR-ORD-2023-03029,08-12-2023,589
Amazon,PUR-ORD-2024-00251,23-01-2024,588.52
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01589,25-11-2022,588
Amazon,PUR-ORD-2024-02017,01-07-2024,586.45
Goodwill Enterprises,PUR-ORD-2023-01293,15-06-2023,586.4
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01479,09-11-2022,586.32
Rashi Peripherals Ltd,PUR-ORD-2022-01308,17-10-2022,585
Rich Corporates,PUR-ORD-2024-00975,18-03-2024,585
Seizo CNC Pvt Ltd,PUR-ORD-2023-02951,30-11-2023,585
VASAN ENGINEERING WORKS,PUR-ORD-2024-02102,22-07-2024,584.8
VASAN ENGINEERING WORKS,PUR-ORD-2024-02122,24-07-2024,584.8
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00174,23-03-2022,583.28
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02088,07-09-2023,581
AADI IT SOLUTIONS,PUR-ORD-2023-00922,13-05-2023,580
Epicenter3D,PUR-ORD-2023-01381,23-06-2023,580
Goodwill Enterprises,PUR-ORD-2022-01625,30-11-2022,580
Gurukripa Enterprises,PUR-ORD-2024-00786,04-03-2024,580
SAMS Industrial Products,PUR-ORD-2022-01346,20-10-2022,580
Seizo CNC Pvt Ltd,PUR-ORD-2023-00796,30-04-2023,580
Seizo CNC Pvt Ltd,PUR-ORD-2023-02817,19-11-2023,580
VASAN ENGINEERING WORKS,PUR-ORD-2023-02580,28-10-2023,580
VASAN ENGINEERING WORKS,PUR-ORD-2024-01943,17-06-2024,580
Amazon,PUR-ORD-2024-00888,12-03-2024,576.27
Amazon,PUR-ORD-2024-01152,28-03-2024,576.19
Goodwill Enterprises,PUR-ORD-2023-01720,25-07-2023,576
Seizo CNC Pvt Ltd,PUR-ORD-2023-01308,17-06-2023,575
ZENITH INDUSTRIAL SUPPLIES,PUR-ORD-2022-00658,11-07-2022,575
Flyrobo Technologies,PUR-ORD-2024-01177,02-04-2024,573.99
Element14 India Private Limited,PUR-ORD-2023-00850,05-05-2023,572.25
LINK COMPOSITES KARNATAKA LLP,PUR-ORD-2024-02002,27-06-2024,570
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01654,05-12-2022,569.98
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-01570,12-07-2023,567
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-02151,31-07-2024,567
Link Composites Pvt Ltd,PUR-ORD-2023-01303,16-06-2023,567
SAMS Industrial Products,PUR-ORD-2024-00837,08-03-2024,566.66
Seizo CNC Pvt Ltd,PUR-ORD-2024-00657,26-02-2024,565
SUPERTRONICS,PUR-ORD-2024-01190-1,02-04-2024,565
Vinsurwaves,PUR-ORD-2022-00452,27-05-2022,565
Vinsurwaves,PUR-ORD-2023-00083,11-01-2023,565
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-00444,26-05-2022,563.08
Noble Aerospace Pvt Ltd,PUR-ORD-2022-01408,31-10-2022,560
NVN Tech,PUR-ORD-2023-00170,23-01-2023,560
Skill Tech,PUR-ORD-2023-01901,14-08-2023,560
Macfos Limited,PUR-ORD-2023-02940,29-11-2023,558.47
Festo India Private Limited,PUR-ORD-2022-01104,21-09-2022,555.72
IBK Engineers Private Limited,PUR-ORD-2022-01435,03-11-2022,555
Amazon,PUR-ORD-2023-01274,15-06-2023,553.02
Amazon,PUR-ORD-2022-00543,11-06-2022,550.85
Advaitech Studios LLP,PUR-ORD-2024-00337,01-02-2024,550
Epicenter3D,PUR-ORD-2023-01060,29-05-2023,550
H M Tools & Metal mart,PUR-ORD-2022-00685,12-07-2022,550
H M Tools & Metal mart,PUR-ORD-2023-02138,11-09-2023,550
Hamsa Enterprises,PUR-ORD-2024-01787,17-05-2024,550
Hamsa Enterprises,PUR-ORD-2024-02134,26-07-2024,550
Kothari Electronic House,PUR-ORD-2022-00652,11-07-2022,550
Ninetron Tech LLP,PUR-ORD-2024-02094,19-07-2024,550
Skill Tech,PUR-ORD-2024-02303,03-09-2024,550
VLS COMPUTERS,PUR-ORD-2024-00166,10-01-2024,550
Goodwill Enterprises,PUR-ORD-2023-03072,12-12-2023,549
Macfos Limited,PUR-ORD-2024-00009,03-01-2024,549
Macfos Limited,PUR-ORD-2024-01386,16-04-2024,549
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00028-1,05-01-2023,547.69
Vinsurwaves,PUR-ORD-2023-02555,27-10-2023,545
BHAVANI HARDWARE AND ELECTRICALS,PUR-ORD-2023-03188,19-12-2023,540
Circuit Systems(India) Limited,PUR-ORD-2022-00695,13-07-2022,540
Epicenter3D,PUR-ORD-2023-01417,26-06-2023,540
Makenica INC,PUR-ORD-2023-00489,19-03-2023,540
Python Engineering Works,PUR-ORD-2023-02628,03-11-2023,540
VB4U,PUR-ORD-2023-01313,19-06-2023,540
Amazon,PUR-ORD-2023-00552,31-03-2023,537.71
Seizo CNC Pvt Ltd,PUR-ORD-2022-00933,24-08-2022,537
Digi-Key Electronics,PUR-ORD-2024-00308,29-01-2024,536.25
Amuse,PUR-ORD-2024-02113,23-07-2024,535.5
Vinsurwaves,PUR-ORD-2022-01112,22-09-2022,535
Makenica INC,PUR-ORD-2022-01162,28-09-2022,533
Epicenter3D,PUR-ORD-2022-01768-1,22-12-2022,532.5
Amazon,PUR-ORD-2022-01206,07-10-2022,532
Eta Pro Technologies Pvt Ltd,PUR-ORD-2023-00618,12-04-2023,531.5
Seizo CNC Pvt Ltd,PUR-ORD-2022-01366,26-10-2022,530
Macfos Limited,PUR-ORD-2023-03185,19-12-2023,529
JAISUN INDUSTRIAL SOLUTIONS,PUR-ORD-2023-02419,14-10-2023,527.79
JAISUN INDUSTRIAL SOLUTIONS,PUR-ORD-2023-02937,29-11-2023,527.29
JAISUN INDUSTRIAL SOLUTIONS,PUR-ORD-2024-01180,02-04-2024,527.29
JAISUN INDUSTRIAL SOLUTIONS,PUR-ORD-2024-01889,30-05-2024,527.29
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00590,08-04-2023,526.62
Highstar Technoloogy Private Limited,PUR-ORD-2023-02702,07-11-2023,525
Saru smelting Pvt. ltd.,PUR-ORD-2023-02960,01-12-2023,520.84
Binashree Manufactruing Pvt Ltd,PUR-ORD-2022-01785,24-12-2022,520
SAMS Industrial Products,PUR-ORD-2022-01531,16-11-2022,520
SAMS Industrial Products,PUR-ORD-2022-01655,05-12-2022,520
SAMS Industrial Products,PUR-ORD-2022-01684,09-12-2022,520
SAMS Industrial Products,PUR-ORD-2022-01793,25-12-2022,520
SAMS Industrial Products,PUR-ORD-2023-00116,16-01-2023,520
SAMS Industrial Products,PUR-ORD-2023-00317,15-02-2023,520
SAMS Industrial Products,PUR-ORD-2023-02912,30-11-2023,520
Seizo CNC Pvt Ltd,PUR-ORD-2024-02026,02-07-2024,520
Seizo CNC Pvt Ltd,PUR-ORD-2024-00669,26-02-2024,518
Epicenter3D,PUR-ORD-2023-01002,22-05-2023,516
Adhesive Specialties,PUR-ORD-2022-01140,27-09-2022,515
Lee Spring,PUR-ORD-2023-00751,26-04-2023,515
Circuit Systems (India) Limited,PUR-ORD-2024-00405,06-02-2024,514.36
Amazon,PUR-ORD-2024-00948,16-03-2024,513.56
Amazon,PUR-ORD-2024-00391,05-02-2024,508.47
Amazon,PUR-ORD-2023-01870,10-08-2023,507.63
Mahitha Solutions,PUR-ORD-2022-01105,21-09-2022,506.86
"Mouser Electronics, Inc.",PUR-ORD-2023-02991,05-12-2023,506.3
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01711,13-05-2024,506.15
AURORA ENTERPRISES,PUR-ORD-2022-00341,02-05-2022,506
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2023-01941,20-08-2023,506
Seizo CNC Pvt Ltd,PUR-ORD-2024-00582,20-02-2024,505
Amar Radio Corportation,PUR-ORD-2023-01808,01-08-2023,500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00001,03-01-2022,500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00534,10-06-2022,500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00535,10-06-2022,500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00563-1,15-06-2022,500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00606,22-06-2022,500
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00645,08-07-2022,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02790,16-11-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02970,04-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02983,04-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02996,06-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03005,06-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03010,06-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03059,11-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03114,13-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03123,14-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03163,18-12-2023,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00047,04-01-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00177,08-01-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00273,25-01-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00311,30-01-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00348,02-02-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00358,02-02-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00672,26-02-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00934,15-03-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01081,22-03-2024,500
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01118,26-03-2024,500
Lee Spring,PUR-ORD-2024-01418,18-04-2024,500
Makenica INC,PUR-ORD-2023-00404,22-02-2023,500
Makenica INC,PUR-ORD-2023-00819,30-04-2023,500
NemiParshva Trader LLP,PUR-ORD-2024-02120,24-07-2024,500
OMCARVE,PUR-ORD-2023-00307,15-02-2023,500
Quick Parts Solutions Pvt Ltd,PUR-ORD-2023-00636,14-04-2023,500
Rainbow Pigments,PUR-ORD-2022-01185,02-10-2022,500
Rainbow Pigments,PUR-ORD-2023-00352,17-02-2023,500
Rainbow Pigments,PUR-ORD-2023-02667,06-11-2023,500
Rashi Peripherals Ltd,PUR-ORD-2023-02620,02-11-2023,500
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2022-00403,18-05-2022,500
SOGO COMPUTERS PVT. LTD,PUR-ORD-2023-01765,28-07-2023,500
Stamp Solutions India,PUR-ORD-2023-00044,08-01-2023,500
The Supreme  Industries Ltd,PUR-ORD-2023-02724,08-11-2023,500
Unique Enterprises,PUR-ORD-2022-01797,26-12-2022,500
Unique Enterprises,PUR-ORD-2023-00355,17-02-2023,500
USHA ARMOUR PVT LTD,PUR-ORD-2024-01430,19-04-2024,500
Vijay Fastener,PUR-ORD-2023-01755,27-07-2023,500
Zreyah Semiconductor Systems Pvt Ltd,PUR-ORD-2024-01539-1,25-04-2024,500
Aeromodellingtutor,PUR-ORD-2024-00031,04-01-2024,499.99
Amazon,PUR-ORD-2024-01158,29-03-2024,499.16
Electronicscomp.com,PUR-ORD-2024-00957,18-03-2024,499
Macfos Limited,PUR-ORD-2023-01687,21-07-2023,499
Vijay Fastener,PUR-ORD-2024-00409,06-02-2024,499
RK Enterprises (ROBOTOOLS),PUR-ORD-2023-00998,22-05-2023,497.46
Circuit Systems(India) Limited,PUR-ORD-2023-03037,08-12-2023,497
Amazon,PUR-ORD-2023-01838,04-08-2023,496.61
Amazon,PUR-ORD-2024-00350,02-02-2024,495.76
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00023,04-01-2024,495.51
CHANDRAHOMA ENTERPRISES PRIVATE LIMITED,PUR-ORD-2024-00325,31-01-2024,495
IBK Engineers Private Limited,PUR-ORD-2023-01846,07-08-2023,495
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02245,23-09-2023,495
Flipkart,PUR-ORD-2022-01109-1,22-09-2022,493
JAISUN INDUSTRIAL SOLUTIONS,PUR-ORD-2023-02939,29-11-2023,492.34
PMC CORPORATION,PUR-ORD-2022-00180,24-03-2022,492
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01737,16-12-2022,491.5
SUPERTRONICS,PUR-ORD-2023-00617,12-04-2023,490
 Quadkart,PUR-ORD-2024-02057,11-07-2024,489
Kapasi Inc,PUR-ORD-2024-00175,16-01-2024,489
Kapasi Inc,PUR-ORD-2024-00616,22-02-2024,489
Sharvi Technologies Pvt Ltd,PUR-ORD-2023-01818,03-08-2023,489
Shahputra Trading Private Limited,PUR-ORD-2023-02601,31-10-2023,487.29
SM Electronic Technologies Pvt Ltd,PUR-ORD-2022-00055,24-01-2022,485.76
RS Components & Controls (I) Ltd,PUR-ORD-2023-00750,26-04-2023,485.26
CHANDRAHOMA ENTERPRISES PRIVATE LIMITED,PUR-ORD-2024-00462,09-02-2024,485
Shahputra Trading Private Limited,PUR-ORD-2024-00561,19-02-2024,484.76
Shahputra Trading Private Limited,PUR-ORD-2024-01285,10-04-2024,484.76
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00171,23-01-2023,482.5
Amazon,PUR-ORD-2023-00447,06-03-2023,482.25
Amazon,PUR-ORD-2023-00952,16-05-2023,482.2
Goodwill Enterprises,PUR-ORD-2022-00395,16-05-2022,480
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01298,16-06-2023,480
SAMS Industrial Products,PUR-ORD-2022-01603,28-11-2022,480
SAMS Industrial Products,PUR-ORD-2023-02746,10-11-2023,480
Seizo CNC Pvt Ltd,PUR-ORD-2023-03016,07-12-2023,480
Seizo CNC Pvt Ltd,PUR-ORD-2024-00750,01-03-2024,480
"STRONIC INDIA	",PUR-ORD-2024-01728,14-05-2024,480
Circuit Systems (India) Limited,PUR-ORD-2023-01706,24-07-2023,479
Macfos Limited,PUR-ORD-2024-01406,17-04-2024,479
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-02307,29-09-2023,478
Shahputra Trading Private Limited,PUR-ORD-2024-00924,14-03-2024,475.42
Shahputra Trading Private Limited,PUR-ORD-2024-01020,14-03-2024,475.42
AADI IT SOLUTIONS,PUR-ORD-2022-01434,03-11-2022,475
Ceepee Electronices,PUR-ORD-2022-00354,05-05-2022,475
JSM Composites,PUR-ORD-2023-01424,28-06-2023,475
Lotus Sales Corporation,PUR-ORD-2022-00699,13-07-2022,475
Seizo CNC Pvt Ltd,PUR-ORD-2022-00171,21-03-2022,475
"STRONIC INDIA	",PUR-ORD-2024-01935,14-06-2024,475
Vinsurwaves,PUR-ORD-2022-00312,27-04-2022,475
Amazon,PUR-ORD-2023-01952,22-08-2023,474.58
Dhanuka Enterprises Pvt. Ltd.,PUR-ORD-2022-00469,31-05-2022,473.62
"Mouser Electronics, Inc.",PUR-ORD-2023-00928,14-05-2023,472.93
Amazon,PUR-ORD-2023-01320,19-06-2023,470.34
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01431,02-11-2022,470
Durga Trading Company,PUR-ORD-2022-00796,27-07-2022,468
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01905,14-08-2023,466
Macfos Pvt Ltd,PUR-ORD-2022-01148,27-09-2022,465.25
VLS COMPUTERS,PUR-ORD-2023-02106,08-09-2023,465
Goodwill Enterprises,PUR-ORD-2024-01681,10-05-2024,463.4
Elcir Industry,PUR-ORD-2024-00530,15-02-2024,460
Mangaldeep Enterprises,PUR-ORD-2024-00197,12-01-2024,460
Mangaldeep Enterprises,PUR-ORD-2024-01870,28-05-2024,460
Seizo CNC Pvt Ltd,PUR-ORD-2023-02742,10-11-2023,460
Constflick Technologies Limited,PUR-ORD-2023-01709,25-07-2023,459
ONLINE BECHO SOLUTIONS INDIA PRIVATE LIMITED,PUR-ORD-2024-01469,22-04-2024,458
VGS Enterprises,PUR-ORD-2022-01800,26-12-2022,457.32
Epicenter3D,PUR-ORD-2023-01397,23-06-2023,456
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01238,13-06-2023,453.45
Amazon,PUR-ORD-2022-00374,10-05-2022,450.85
Amazon,PUR-ORD-2022-00430,21-05-2022,450.85
ANS Associates,PUR-ORD-2023-03007,06-12-2023,450
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-02755,10-11-2023,450
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02708,08-11-2023,450
MS Trade Links,PUR-ORD-2023-01085-1,06-10-2023,450
SAMS Industrial Products,PUR-ORD-2024-01969,24-06-2024,450
Skill Tech,PUR-ORD-2023-01557,11-07-2023,450
Skill Tech,PUR-ORD-2023-01644,18-07-2023,450
Sri Krishna Weld Tech ,PUR-ORD-2023-01918,17-08-2023,450
VASAN ENGINEERING WORKS,PUR-ORD-2023-01748,27-07-2023,450
VASAN ENGINEERING WORKS,PUR-ORD-2023-01913,16-08-2023,450
Vijay Fastener,PUR-ORD-2022-01626,30-11-2022,450
Vyom Vista,PUR-ORD-2022-01262,12-10-2022,450
Aeromodellingtutor,PUR-ORD-2024-00326,31-01-2024,449.99
Macfos Limited,PUR-ORD-2024-00563-1,19-02-2024,449.15
Macfos Limited,PUR-ORD-2024-01580,30-04-2024,449.15
Amazon,PUR-ORD-2024-02170,05-08-2024,445.76
Amazon,PUR-ORD-2024-01533,25-04-2024,445.73
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00132,17-01-2023,445
Goutham Media Prints,PUR-ORD-2023-00296,15-02-2023,443.65
Shahputra Trading Private Limited,PUR-ORD-2024-00618,22-02-2024,443
Adhesive Specialties,PUR-ORD-2022-00105,24-02-2022,442.26
Antek Engineering Works,PUR-ORD-2023-00136,19-01-2023,440
Asian Trading Company,PUR-ORD-2024-00038,04-01-2024,440
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-00482,01-06-2022,440
Tapes world,PUR-ORD-2023-03243,26-12-2023,440
Goodwill Enterprises,PUR-ORD-2024-01733,14-05-2024,438.75
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00031,05-01-2023,437.71
CircuitWala,PUR-ORD-2022-00389,13-05-2022,436.2
Macfos Limited,PUR-ORD-2023-03108,13-12-2023,436
Seizo CNC Pvt Ltd,PUR-ORD-2023-00783,30-04-2023,435
Amazon,PUR-ORD-2024-01049,20-03-2024,434.53
VASAN ENGINEERING WORKS,PUR-ORD-2023-02057,05-09-2023,433.84
Goodwill Enterprises,PUR-ORD-2023-01559,11-07-2023,432
Robu.in,PUR-ORD-2022-00947,25-08-2022,431.36
Dhanuka Enterprises Pvt. Ltd.,PUR-ORD-2022-00087,16-02-2022,430.56
CHEMZEST ENTERPRISES,PUR-ORD-2023-02185,14-09-2023,430
Mumtaz & Co,PUR-ORD-2023-02911,27-11-2023,430
Seizo CNC Pvt Ltd,PUR-ORD-2022-01188,02-10-2022,430
Seizo CNC Pvt Ltd,PUR-ORD-2023-01497,04-07-2023,430
Seizo CNC Pvt Ltd,PUR-ORD-2023-03104,13-12-2023,430
VORTEX INNOVATIONS - Vortex-RC,PUR-ORD-2024-01385,16-04-2024,430
