S no,Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Air_Quality_Index_PM,Cloudiness, Power_Consumption_in_A_Zone
4115,17.71,50.35,4.914,626.3,133,159,0,17314.28571
4116,17.64,50.08,4.922,496.9,99.2,153,0,17525.83587
4117,17.54,50.01,4.917,448.2,91.8,150,0,17288.7538
4118,17.37,49.31,4.921,552.1,108.6,159,0,17354.40729
4119,17.26,49.41,4.918,607.1,149.1,155,0,17525.83587
4120,17.29,49.71,4.916,582.3,180.5,151,0,17317.93313
4121,17.38,50.48,4.915,518.1,184.5,152,0,17306.99088
4122,17.54,50.41,4.917,582.8,172.1,157,0,17343.46505
4123,17.4,51.77,4.919,488.2,155.5,156,0,17255.92705
4124,17.32,51.87,4.919,539.6,174.9,156,0,17146.50456
4125,17.13,51.67,4.917,494.5,206.6,153,0,16796.35258
4126,17.09,51.9,4.919,462.8,282.8,151,0,17058.96657
4127,16.95,53.47,4.918,404.6,330.6,157,0,16905.77508
4128,16.82,55.14,4.917,394.9,372,154,0,16719.75684
4129,16.75,54.71,4.918,386.7,401.1,159,0,16756.231
4130,16.8,54.87,4.921,368.9,405.3,159,0,16409.72644
4131,16.77,53.97,4.915,340.3,382.7,153,0,16249.24012
4132,16.78,54.31,4.916,239.8,264.4,156,0,16161.70213
4133,16.56,55.14,4.917,159.5,171.1,156,0,16081.45897
4134,16.6,53.64,4.919,103.3,104.7,158,0,16099.69605
4135,16.69,53.34,4.926,135.4,144.4,151,0,16336.77812
4136,16.71,53.24,4.92,115.8,119.6,153,0,16289.3617
4137,16.55,53.97,4.918,105.2,111.5,151,0,16690.57751
4138,16.45,54.21,4.917,62.23,63.87,157,0,17354.40729
4139,16.38,55.11,4.916,92.3,106.5,151,0,18149.54407
4140,16.31,55.51,4.916,98.6,117.2,152,0,19754.40729
4141,16.16,55.77,4.919,51.42,58.47,156,0,21465.04559
4142,16.04,56.21,4.917,29.18,31.91,158,0,22592.09726
4143,15.92,56.88,4.914,20.51,21.5,153,0,22975.07599
4144,15.68,58.41,4.919,11.88,12.29,158,0,22719.75684
4145,15.63,58.81,4.92,4.736,4.729,150,0,22953.19149
4146,15.73,58.04,4.917,3.506,3.542,151,0,22902.12766
4147,15.66,58.24,4.916,0.534,0.471,157,0,22913.06991
4148,15.65,58.38,4.922,0.091,0.108,154,0,22876.59574
4149,15.72,57.34,4.922,0.07,0.093,152,0,22701.51976
4150,15.71,57.58,4.92,0.095,0.093,152,0,22898.48024
4151,15.89,55.94,4.918,0.04,0.152,156,0,22872.94833
4152,16.01,55.27,4.922,0.066,0.119,153,0,22924.01216
4153,16.15,55.11,4.915,0.077,0.13,157,0,23055.31915
4154,15.94,56.01,4.914,0.059,0.104,155,0,22909.42249
4155,16.03,55.81,4.924,0.04,0.122,156,0,22829.17933
4156,16.23,55.21,4.918,0.051,0.104,152,0,22920.36474
4157,16.31,53.4,4.924,0.062,0.104,152,0,23084.49848
4158,16.32,53.54,4.921,0.07,0.134,152,0,23463.82979
4159,16.3,54.11,4.916,0.066,0.085,153,0,23854.10334
4160,16.24,54.47,4.917,0.088,0.082,157,0,24000
4161,16.75,54.07,4.925,0.081,0.104,153,0,24200.6079
4162,17.07,52.34,4.919,0.088,0.078,151,0,24167.78116
4163,16.75,52.57,4.917,0.066,0.134,159,0,24113.06991
4164,16.44,54.44,4.923,0.062,0.111,158,0,24196.96049
4165,16.15,55.67,4.914,0.059,0.093,152,0,23795.74468
4166,16.15,56.04,4.918,0.066,0.078,152,0,23668.08511
4167,16.34,56.31,4.92,0.055,0.119,156,0,23299.69605
4168,16.25,56.88,4.918,0.062,0.082,156,0,22978.7234
4169,15.97,57.81,4.922,0.102,0.085,153,0,22665.04559
4170,15.67,59.35,4.922,0.051,0.104,152,0,22139.81763
4171,15.88,58.24,4.915,0.055,0.119,153,0,21559.87842
4172,15.95,58.34,4.917,0.04,0.082,154,0,21187.84195
4173,15.85,59.18,4.916,0.07,0.111,152,0,20520.36474
4174,15.9,59.41,4.916,0.044,0.137,155,0,20381.76292
4175,16.08,59.25,4.92,0.07,0.115,152,0,19623.1003
4176,16.01,59.48,4.918,0.062,0.085,159,0,19189.05775
4177,16.02,60.45,4.913,0.091,0.115,156,0,18674.77204
4178,16.34,59.31,4.916,0.081,0.115,150,0,17945.28875
4179,16.32,59.61,4.92,0.066,0.152,150,0,17613.37386
4180,16.39,59.25,4.918,0.037,0.111,150,0,17073.55623
4181,16.54,58.61,4.922,0.055,0.089,152,0,16493.61702
4182,16.29,59.45,4.922,0.091,0.07,151,0,16110.6383
4183,16.34,59.45,4.915,0.073,0.148,153,0,15570.82067
4184,16.24,59.71,4.916,0.037,0.119,155,0,15074.77204
4185,16.32,59.85,4.918,0.044,0.137,153,0,14947.11246
4186,16.29,60.05,4.918,0.07,0.126,151,0,14728.26748
4187,16.39,60.11,4.919,0.062,0.115,150,0,14272.34043
4188,16.21,60.48,4.918,0.062,0.141,154,0,14265.04559
4189,16.01,61.65,4.915,0.084,0.078,155,0,13944.07295
4190,15.84,62.32,4.916,0.059,0.1,157,0,13776.29179
4191,15.74,63.15,4.918,0.07,0.119,154,0,13572.03647
4192,15.56,64.45,4.916,0.07,0.115,155,0,13455.31915
4193,15.44,64.89,4.918,0.033,0.093,151,0,13324.01216
4194,15.41,65.19,4.919,0.048,0.13,157,0,13349.54407
4195,15.38,65.62,4.916,0.04,0.085,150,0,13254.71125
4196,15.69,64.29,4.916,0.073,0.111,156,0,13163.52584
4197,15.67,64.69,4.923,0.051,0.093,153,0,13272.94833
4198,15.9,64.12,4.918,0.051,0.108,154,0,13137.99392
4199,16.02,63.45,4.918,0.091,0.085,152,0,13043.16109
4200,16.15,63.12,4.918,0.062,0.104,157,0,13229.17933
4201,16.07,64.62,4.92,0.084,0.108,158,0,13057.75076
4202,15.96,64.89,4.917,0.062,0.093,153,0,12802.43161
4203,16.06,64.55,4.92,0.106,0.096,153,0,12853.49544
4204,16.28,64.99,4.917,0.051,0.108,159,0,12926.44377
4205,15.95,66.12,4.915,0.055,0.148,151,0,12937.38602
4206,16.5,64.92,4.916,0.04,0.156,153,0,12970.21277
4207,16.53,62.75,4.92,0.051,0.185,157,0,13043.16109
4208,16.69,62.82,4.92,0.055,0.159,154,0,13294.83283
4209,16.96,60.88,4.918,0.055,0.115,152,0,13415.19757
4210,16.93,60.98,4.916,0.066,0.1,152,0,13491.79331
4211,16.69,62.52,4.916,0.062,0.122,156,0,13732.5228
4212,16.54,63.18,4.916,0.084,0.122,150,0,14454.71125
4213,16.52,63.75,4.923,0.048,0.13,152,0,14742.85714
4214,16.36,65.22,4.916,0.07,0.126,154,0,14407.29483
4215,16.15,66.46,4.917,0.048,0.137,156,0,14348.93617
4216,16.06,67.09,4.92,0.059,0.13,155,0,14370.82067
4217,15.87,69.69,4.917,0.073,0.145,150,0,14089.9696
4218,15.77,69.76,4.914,0.055,0.115,159,0,13484.49848
4219,16.02,67.62,4.922,0.04,0.171,153,0,13174.46809
4220,15.92,67.86,4.917,0.055,0.115,151,0,13035.86626
4221,15.99,67.66,4.915,0.077,0.1,159,0,12951.97568
4222,15.94,67.59,4.914,0.07,0.134,158,0,13123.40426
4223,15.89,68.26,4.913,0.055,0.178,150,0,13163.52584
4224,15.74,69.23,4.915,0.084,0.1,156,0,13418.84498
4225,15.78,69.29,4.916,0.117,0.174,153,0,13845.59271
4226,15.78,70.6,4.916,0.479,0.56,158,0,14177.5076
4227,15.64,72.1,4.914,2.093,1.999,159,0,14710.0304
4228,15.69,71.5,4.915,6.906,6.705,152,0,15337.38602
4229,15.58,76.7,4.915,16.68,16.2,157,0,15486.93009
4230,15.37,77.3,4.912,27.27,26.73,158,0,16030.39514
4231,15.68,74.9,4.914,47.95,47.69,152,0,16340.42553
4232,15.76,72.8,4.913,61.82,61.96,154,0,16675.98784
4233,15.79,72.6,4.91,43.39,42.65,155,0,17248.63222
4234,15.8,72.9,4.912,47.05,46.32,152,0,17405.47112
4235,15.81,73.1,4.916,59.95,58.81,159,0,17660.79027
4236,15.98,72.2,4.918,84,82.7,156,0,18138.60182
4237,16.08,71.2,4.914,80.8,77,158,0,18408.51064
4238,16.17,70.1,4.913,118,111.4,152,0,18499.69605
4239,16.37,69.13,4.917,174.7,164.6,150,0,19072.34043
4240,16.55,67.76,4.915,221,208.5,159,0,19280.24316
4241,16.71,66.76,4.915,200.8,186.6,157,0,19524.62006
4242,16.79,65.79,4.919,153.4,137.2,155,0,19845.59271
4243,16.71,66.39,4.914,180.1,165.7,154,0,19922.18845
4244,16.66,66.12,4.914,171.9,160.8,156,0,19984.19453
4245,16.85,64.85,4.917,133,119.4,154,0,20290.57751
4246,16.8,64.59,4.914,105.3,103.4,158,0,20458.35866
4247,16.97,64.89,4.914,415.5,401.9,156,0,20575.07599
4248,17.1,64.99,4.914,343,319.9,159,0,20841.33739
4249,17.28,65.42,4.916,609.2,555.7,159,0,21009.11854
4250,17.46,63.95,4.915,419.2,361.6,155,0,20793.92097
4251,17.16,64.65,4.915,351.3,315.9,151,0,20866.8693
4252,17.45,65.02,4.918,594.4,467.2,156,0,20947.11246
4253,17.79,63.72,4.916,750,552.4,154,0,20899.69605
4254,17.84,63.82,4.916,658,458.4,159,0,21147.72036
4255,17.73,64.12,4.909,427.4,292.2,156,0,21001.82371
4256,17.59,64.69,4.915,177,149.3,154,0,20786.62614
4257,17.49,66.29,4.916,215.1,174.2,151,0,20808.51064
4258,17.8,65.35,4.92,222.8,192.3,152,0,20600.6079
4259,18.16,64.75,4.917,185,173.3,152,0,20432.82675
4260,18.25,63.15,4.916,262.2,242.2,156,0,20549.54407
4261,18.34,63.08,4.914,293.2,272.8,155,0,20454.71125
4262,18.31,62.45,4.914,234.4,231.5,150,0,20658.96657
4263,18.31,62.55,4.916,206.2,199.1,153,0,20545.89666
4264,18.28,62.65,4.915,149,149.1,150,0,20593.31307
4265,18.22,63.25,4.917,192.3,194.8,156,0,20728.26748
4266,18.24,63.42,4.918,148.6,150.2,153,0,20615.19757
4267,18.18,65.32,4.916,130.9,131.5,152,0,20516.71733
4268,18.16,65.35,4.915,120.7,120.7,153,0,20713.67781
4269,18.16,66.29,4.916,103.4,103.8,151,0,20545.89666
4270,17.51,75.5,4.915,91.9,92.2,156,0,20498.48024
4271,16.73,77.2,4.914,64.88,64.15,157,0,20429.17933
4272,16.63,77.3,4.918,60.9,61.23,159,0,20272.34043
4273,17.07,76.3,4.918,58.31,59,152,0,19929.48328
4274,17.32,71,4.917,56.65,57.38,153,0,19914.89362
4275,17.24,71.3,4.916,65.39,66.71,159,0,19779.93921
4276,17.2,74.6,4.914,70.6,72.1,159,0,19375.07599
4277,16.7,77.8,4.91,59.89,61.1,153,0,19294.83283
4278,16.68,76.7,4.912,66.57,68.46,152,0,19535.56231
4279,16.8,74.7,4.916,70.6,72.4,159,0,19634.04255
4280,16.75,75.8,4.915,63.08,63.98,151,0,20038.90578
4281,16.84,75.7,4.912,71.2,73.2,152,0,20279.63526
4282,16.89,73.6,4.913,57.1,58.48,153,0,20487.53799
4283,16.79,74.2,4.91,45.26,45.9,151,0,21293.61702
4284,16.98,74,4.913,37.35,37.82,157,0,22975.07599
4285,17.3,69.59,4.914,23.79,23.99,150,0,24674.77204
4286,17.18,69.76,4.915,11.38,11.5,151,0,25572.03647
4287,16.69,78,4.912,5.002,5.006,156,0,25889.3617
4288,16.31,78.3,4.915,2.686,2.833,154,0,25896.65653
4289,16.57,75.9,4.915,0.823,0.857,158,0,25794.52888
4290,16.56,75.8,4.912,0.977,1.046,152,0,25838.29787
4291,16.62,74.6,4.912,0.179,0.2,154,0,25484.49848
4292,16.63,74.2,4.915,0.048,0.13,159,0,25652.27964
4293,16.31,76.8,4.912,0.029,0.137,159,0,25619.45289
4294,16.49,74.8,4.913,0.026,0.215,153,0,25652.27964
4295,16.31,77.2,4.913,0.048,0.152,152,0,25696.04863
4296,16.07,78.6,4.914,0.037,0.189,159,0,25604.86322
4297,16.1,78.7,4.91,0.04,0.159,153,0,25630.39514
4298,16.34,76.1,4.913,0.022,0.163,156,0,25812.76596
4299,16.51,75.6,4.915,0.044,0.122,159,0,25871.12462
4300,16.53,74.8,4.913,0.026,0.163,154,0,25860.18237
4301,16.21,78.6,4.915,0.029,0.152,155,0,25856.53495
4302,15.93,79.6,4.911,0.037,0.13,157,0,25958.66261
4303,16.14,78.9,4.909,0.022,0.13,153,0,25685.10638
4304,16.6,76.5,4.913,0.055,0.171,154,0,25634.04255
4305,16.88,71.9,4.914,0.048,0.13,157,0,25601.21581
4306,16.9,71.8,4.912,0.037,0.119,153,0,25243.769
4307,16.87,72.4,4.916,0.037,0.156,158,0,25251.06383
4308,16.94,71.5,4.917,0.044,0.108,155,0,24973.86018
4309,16.75,74.6,4.911,0.033,0.126,158,0,24587.23404
4310,16.44,77.2,4.913,0.026,0.185,153,0,24437.68997
4311,16.39,77.6,4.915,0.04,0.137,155,0,24127.65957
4312,16.86,73.8,4.912,0.026,0.122,157,0,23748.32827
4313,17.05,70.9,4.915,0.033,0.126,153,0,23277.81155
4314,17.09,70.8,4.914,0.033,0.152,159,0,22639.51368
4315,17.07,70.9,4.909,0.018,0.163,157,0,22037.68997
4316,17.18,70.3,4.915,0.044,0.1,151,0,21377.5076
4317,17.22,69.33,4.912,0.033,0.137,154,0,20779.33131
4318,17.21,69.69,4.912,0.055,0.156,153,0,20184.80243
4319,17.08,70.6,4.913,0.04,0.182,155,0,19889.3617
4320,17.12,70.5,4.916,0.048,0.133,153,0,19203.64742
4321,17.1,70.9,4.908,0.029,0.133,153,0,18579.93921
4322,17.09,72.1,4.91,0.04,0.137,156,0,18237.08207
4323,16.87,73.7,4.916,0.048,0.082,150,0,17719.14894
4324,16.97,73.1,4.914,0.029,0.126,153,0,17277.81155
4325,16.98,72.2,4.915,0.048,0.108,155,0,16964.13374
4326,16.99,72.5,4.916,0.051,0.104,150,0,16606.68693
4327,16.96,72.9,4.911,0.048,0.141,152,0,16190.88146
4328,16.86,73.3,4.914,0.022,0.093,157,0,15767.78116
4329,16.96,73.2,4.915,0.037,0.133,158,0,15636.47416
4330,16.66,75.9,4.916,0.022,0.133,155,0,15162.31003
4331,16.61,76,4.914,0.04,0.115,157,0,14961.70213
4332,16.87,74.4,4.913,0.033,0.126,153,0,14779.33131
4333,16.93,72.4,4.909,0.033,0.122,150,0,14465.6535
4334,16.89,73.8,4.914,0.033,0.152,153,0,14378.1155
4335,16.69,74.3,4.916,0.033,0.119,153,0,14224.92401
4336,16.65,75.1,4.912,0.033,0.089,159,0,14239.51368
4337,16.83,72.2,4.911,0.029,0.111,158,0,13955.0152
4338,16.73,73.5,4.912,0.022,0.119,154,0,13882.06687
4339,16.7,73.8,4.913,0.062,0.074,159,0,13747.11246
4340,16.47,76.6,4.913,0.04,0.111,151,0,13539.20973
4341,16.37,76.9,4.916,0.066,0.093,155,0,13681.45897
4342,16.27,78,4.916,0.062,0.1,159,0,13597.56839
4343,16.15,78.9,4.916,0.055,0.126,159,0,13517.32523
4344,16.23,78.6,4.916,0.018,0.122,158,0,13644.9848
4345,16.26,78.4,4.914,0.077,0.093,159,0,13283.89058
4346,16.09,79.8,4.916,0.055,0.093,155,0,13338.60182
4347,16.14,79.4,4.914,0.033,0.108,157,0,13404.25532
4348,16.26,77.9,4.912,0.026,0.122,159,0,13422.4924
4349,15.97,78.5,4.914,0.059,0.104,152,0,13448.02432
4350,16.07,77.6,4.914,0.048,0.156,151,0,13561.09422
4351,16.25,76.8,4.911,0.018,0.074,157,0,13692.40122
4352,16.23,76.8,4.915,0.055,0.093,156,0,13655.92705
4353,16.19,76.9,4.913,0.073,0.111,159,0,13969.60486
4354,16.08,76.9,4.914,0.048,0.108,156,0,14119.14894
4355,16.22,76.3,4.912,0.037,0.119,153,0,14407.29483
4356,16.09,76.3,4.914,0.048,0.074,152,0,14844.9848
4357,15.93,77.6,4.916,0.04,0.167,155,0,15067.4772
4358,16.2,76.7,4.911,0.055,0.104,158,0,15107.59878
4359,16.25,72.9,4.911,0.033,0.1,151,0,14976.29179
4360,16.17,72.6,4.911,0.018,0.122,150,0,15001.82371
4361,16.26,72.6,4.912,0.037,0.108,151,0,14553.19149
4362,16.2,73.1,4.912,0.033,0.111,151,0,13889.3617
4363,16.13,73.7,4.917,0.051,0.126,157,0,13652.27964
4364,15.99,76.5,4.914,0.026,0.156,154,0,13601.21581
4365,15.46,80.2,4.917,0.077,0.096,158,0,13469.90881
4366,14.89,82.8,4.922,0.091,0.096,153,0,13520.97264
4367,14.53,82.6,4.923,0.081,0.111,152,0,13510.0304
4368,14.54,80.8,4.924,0.077,0.126,159,0,13572.03647
4369,14.78,79.8,4.922,0.242,0.252,152,0,14130.09119
4370,14.8,76.1,4.918,1.058,1.15,153,0,14440.12158
4371,14.74,73.1,4.916,4.713,4.639,154,0,14943.46505
4372,14.67,71.4,4.917,15.03,15.14,152,0,15461.39818
4373,14.73,71.6,4.911,39.94,39.89,155,0,15815.19757
4374,15.07,67.62,4.912,50.73,49.19,158,0,16147.11246
4375,15.39,60.78,4.917,120.1,120.4,159,0,16705.16717
4376,15.61,58.21,4.917,212.5,214.8,155,0,17062.61398
4377,15.87,57.68,4.92,235.1,234.9,156,0,17493.00912
4378,15.66,61.55,4.922,340.7,348.1,151,0,17927.05167
4379,15.43,64.15,4.917,371,375.3,157,0,18164.13374
4380,15.18,66.36,4.916,330.5,327.8,151,0,18550.75988
4381,14.99,69.46,4.914,214,206.9,158,0,18951.97568
4382,15.03,69.53,4.912,120.9,115,150,0,19065.04559
4383,15.19,70.1,4.908,126.4,120.5,158,0,19294.83283
4384,15.38,69.16,4.91,71.9,70.6,154,0,19623.1003
4385,15.47,68.49,4.914,89.3,89.4,151,0,20126.44377
4386,15.38,69.19,4.914,71.9,69.99,156,0,19958.66261
4387,15.41,67.99,4.913,128.5,126.7,156,0,20494.83283
4388,15.63,66.29,4.915,148.1,146,153,0,20728.26748
4389,15.91,66.09,4.916,167.7,164,155,0,20447.41641
4390,15.87,66.09,4.914,123.7,120.9,150,0,20739.20973
4391,15.95,66.86,4.914,80,77.3,158,0,20877.81155
4392,15.96,68.32,4.914,83.9,82.2,156,0,21020.06079
4393,15.85,72.4,4.91,92.1,93.3,150,0,21151.36778
4394,15.6,73.4,4.91,181,176,159,0,21023.70821
4395,15.82,72,4.911,119.2,117.7,158,0,21330.09119
4396,16,71.9,4.909,174.5,166.9,153,0,21304.55927
4397,16.05,72.1,4.909,118.1,117.4,152,0,21330.09119
4398,16.09,72.8,4.914,141.4,142.6,151,0,21497.87234
4399,16.13,72.6,4.91,103.2,104.6,155,0,21479.63526
4400,16.04,74.8,4.914,110.2,111.1,151,0,21279.02736
4401,15.62,81,4.919,94.4,95.5,155,0,21344.68085
4402,15.2,82,4.921,78.7,79.5,154,0,21304.55927
4403,15.48,81.1,4.924,97.7,97.6,158,0,20976.29179
4404,15.81,77.5,4.921,82.8,84.2,153,0,20903.34347
4405,15.54,80.3,4.918,74.6,76,159,0,21107.59878
4406,14.63,82.3,4.928,122.6,125.6,151,0,21191.48936
4407,14.77,81.8,4.924,104.5,106.3,154,0,21180.54711
4408,15.05,77.3,4.923,133.1,135.1,157,0,21147.72036
4409,15.46,74.6,4.92,116,118.3,154,0,20968.99696
4410,15.59,71.5,4.921,131.8,135.2,153,0,20939.81763
4411,15.31,70.7,4.919,136.6,139.2,152,0,21147.72036
4412,15.62,68.72,4.919,130.8,133.8,157,0,21111.2462
4413,15.75,68.36,4.916,115.5,118.4,155,0,20852.27964
4414,15.81,68.36,4.916,116.8,119.4,150,0,20611.55015
4415,15.87,67.59,4.917,97.7,99.2,150,0,20381.76292
4416,15.98,65.35,4.916,87.6,89.8,159,0,20316.10942
4417,15.78,60.11,4.922,69,71.7,153,0,20257.75076
4418,15.62,60.85,4.919,57.98,60.51,155,0,20122.79635
4419,15.56,62.85,4.919,58.01,60.92,157,0,19798.17629
4420,15.54,63.42,4.92,117.5,124.1,153,0,19706.99088
4421,15.73,65.15,4.918,209.7,230.1,157,0,19593.92097
4422,15.73,65.09,4.917,141.2,146.2,157,0,19630.39514
4423,15.55,63.08,4.921,143.8,154.1,154,0,19564.74164
4424,15.5,62.22,4.916,90.1,94.2,158,0,19732.5228
4425,15.35,61.18,4.916,52.21,54.52,157,0,20286.93009
4426,15.42,57.38,4.919,80.7,87.9,153,0,20979.93921
4427,15.6,57.44,4.916,137.2,155.5,154,0,21589.05775
4428,15.47,58.51,4.919,81.9,89.6,159,0,23044.3769
4429,15.19,59.85,4.92,38.57,40.6,159,0,24652.88754
4430,15.11,60.78,4.915,22.81,24.18,153,0,25502.73556
4431,15.14,60.68,4.919,11.91,12.34,153,0,25491.79331
4432,15.09,61.05,4.916,5.036,5.122,151,0,25513.67781
4433,15.08,61.35,4.92,2.719,2.726,155,0,25539.20973
4434,15.04,61.68,4.919,1.383,1.383,153,0,25575.68389
4435,14.89,61.92,4.917,0.373,0.486,155,0,25517.32523
4436,14.83,61.42,4.923,0.055,0.13,154,0,25630.39514
4437,14.74,61.18,4.918,0.059,0.134,152,0,25407.90274
4438,14.66,60.31,4.918,0.059,0.115,156,0,25400.6079
4439,14.65,58.98,4.921,0.044,0.115,157,0,25305.77508
4440,14.62,58.21,4.923,0.055,0.119,153,0,25367.78116
4441,14.63,58.31,4.917,0.073,0.119,152,0,25396.96049
4442,14.64,57.74,4.921,0.088,0.108,153,0,25572.03647
4443,14.67,59.55,4.923,0.044,0.137,153,0,25462.61398
4444,14.66,60.45,4.92,0.037,0.115,154,0,25506.38298
4445,14.69,61.55,4.924,0.07,0.085,153,0,25240.12158
4446,14.62,63.12,4.919,0.044,0.122,154,0,25400.6079
4447,13.8,66.52,4.918,0.077,0.104,154,0,25462.61398
4448,12.71,69.46,4.922,0.033,0.119,155,0,25422.4924
4449,12.46,69.96,4.923,0.059,0.111,152,0,25243.769
4450,12.55,69.59,4.923,0.037,0.152,159,0,25265.6535
4451,12.44,70.3,4.926,0.081,0.122,154,0,25221.8845
4452,12.2,71.9,4.921,0.062,0.1,151,0,24941.03343
4453,11.83,74.4,4.917,0.073,0.134,157,0,24620.06079
4454,11.69,75.2,4.919,0.04,0.13,152,0,24277.20365
4455,11.72,74.8,4.923,0.081,0.108,158,0,23934.3465
4456,11.77,74.2,4.92,0.07,0.115,153,0,23500.30395
4457,11.94,71.7,4.923,0.073,0.111,159,0,23193.92097
4458,12.03,71.4,4.92,0.066,0.093,158,0,22300.30395
4459,12.05,70.5,4.916,0.062,0.156,159,0,21658.35866
4460,11.98,71,4.921,0.055,0.119,156,0,21235.25836
4461,11.67,72.3,4.923,0.073,0.1,152,0,20768.38906
4462,11.56,72.4,4.917,0.073,0.104,156,0,20122.79635
4463,11.46,71.8,4.922,0.07,0.126,159,0,19728.87538
4464,11.47,69.63,4.921,0.048,0.152,156,0,19225.53191
4465,11.57,66.26,4.915,0.059,0.119,159,0,18729.48328
4466,11.48,66.76,4.922,0.055,0.082,153,0,18069.30091
4467,11.43,67.62,4.923,0.029,0.126,150,0,17354.40729
4468,11.42,67.89,4.923,0.029,0.13,155,0,17212.15805
4469,11.3,68.02,4.921,0.062,0.089,156,0,16814.58967
4470,11.38,68.12,4.92,0.07,0.078,154,0,16340.42553
4471,11.4,67.89,4.917,0.077,0.111,154,0,16030.39514
4472,11.61,66.72,4.915,0.04,0.13,158,0,15669.30091
4473,11.68,63.38,4.923,0.048,0.122,155,0,15475.98784
4474,11.52,63.99,4.92,0.055,0.104,156,0,15122.18845
4475,11.46,63.89,4.92,0.07,0.111,157,0,14772.03647
4476,11.37,63.22,4.922,0.062,0.119,153,0,14633.43465
4477,11.32,63.15,4.916,0.048,0.126,154,0,14323.40426
4478,11.23,62.45,4.917,0.059,0.193,154,0,13925.83587
4479,11.09,62.48,4.924,0.07,0.115,157,0,14093.61702
4480,11.13,61.52,4.922,0.088,0.111,152,0,13820.06079
4481,11.17,61.62,4.922,0.095,0.145,151,0,13655.92705
4482,10.77,63.72,4.922,0.062,0.104,152,0,13382.37082
4483,10.86,63.22,4.917,0.07,0.104,154,0,13345.89666
4484,11.01,61.21,4.92,0.062,0.1,154,0,13568.38906
4485,10.94,61.32,4.922,0.073,0.126,151,0,13272.94833
4486,10.8,61.82,4.92,0.088,0.1,151,0,13331.30699
4487,10.69,62.08,4.92,0.062,0.111,158,0,13200
4488,10.59,62.18,4.923,0.037,0.174,157,0,13232.82675
4489,10.61,62.05,4.92,0.029,0.134,153,0,13207.29483
4490,10.56,62.62,4.923,0.04,0.148,150,0,13094.22492
4491,10.56,62.68,4.922,0.066,0.082,154,0,13083.28267
4492,10.67,60.45,4.923,0.059,0.108,155,0,13097.87234
4493,10.64,59.35,4.921,0.066,0.141,159,0,13006.68693
4494,10.64,61.25,4.921,0.077,0.1,156,0,13090.57751
4495,10.53,61.88,4.922,0.062,0.085,158,0,13225.53191
4496,10.56,61.95,4.925,0.033,0.13,154,0,13375.07599
4497,10.58,61.32,4.921,0.044,0.134,159,0,13561.09422
4498,10.56,61.01,4.921,0.07,0.119,159,0,13717.93313
4499,10.44,61.18,4.923,0.059,0.119,159,0,13841.94529
4500,10.37,60.85,4.918,0.055,0.134,155,0,14815.80547
4501,10.19,61.62,4.921,0.048,0.178,151,0,14750.15198
4502,10.11,62.22,4.924,0.095,0.111,151,0,14826.74772
4503,10.26,61.45,4.921,0.066,0.167,155,0,14775.68389
4504,10.2,60.42,4.924,0.062,0.093,155,0,14637.08207
4505,10.15,60.58,4.922,0.102,0.093,151,0,14359.87842
4506,10.19,60.22,4.923,0.084,0.078,152,0,13736.17021
4507,10.16,60.38,4.922,0.073,0.108,155,0,13681.45897
4508,10.14,60.42,4.924,0.081,0.111,152,0,13382.37082
4509,10.09,60.62,4.918,0.055,0.163,150,0,13444.3769
4510,10.02,61.12,4.92,0.088,0.096,151,0,13167.17325
4511,9.81,63.06,4.92,0.062,0.141,152,0,13469.90881
4512,9.63,63.4,4.915,0.099,0.182,154,0,13750.75988
4513,9.77,62.73,4.92,0.721,0.723,154,0,14031.61094
4514,9.8,62.42,4.919,2.734,2.722,156,0,14418.23708
4515,9.89,62.36,4.917,8.27,8.11,154,0,14928.87538
4516,9.86,62.83,4.92,20.2,19.46,154,0,15282.67477
4517,9.64,65.77,4.92,52.75,51.53,156,0,15676.59574
4518,9.07,67.71,4.921,78.7,77.8,156,0,16376.8997
4519,9.39,67.74,4.92,135,136.1,153,0,16599.3921
4520,9.71,65.44,4.916,163.6,166.9,155,0,17248.63222
4521,9.76,65.21,4.919,146.6,149.3,153,0,17854.10334
4522,9.98,64.97,4.917,152.1,153.6,153,0,17781.15502
4523,10.36,62.87,4.916,230.4,234.2,154,0,18364.74164
4524,10.57,61.43,4.915,267.8,273.7,156,0,18849.84802
4525,10.63,61.27,4.921,339.4,349.9,151,0,18908.20669
4526,10.79,60.2,4.916,354.8,367.8,150,0,19280.24316
4527,10.79,60.03,4.922,372.4,387,152,0,19360.48632
4528,11.03,60.37,4.917,418.7,437.4,159,0,19750.75988
4529,11.06,59.3,4.919,478.3,500.2,153,0,20086.32219
4530,11.18,60.6,4.921,530.1,557.9,154,0,20407.29483
4531,11.26,59.43,4.92,499,526.3,155,0,20283.28267
4532,11.29,60.33,4.919,543.1,572.6,151,0,20389.05775
4533,11.28,59.93,4.921,562.7,596.5,154,0,20786.62614
4534,11.39,59.23,4.918,618.9,659.1,159,0,20812.15805
4535,11.6,57.96,4.923,626.3,668.4,151,0,20877.81155
4536,11.59,57.4,4.919,542.1,578.7,156,0,20947.11246
4537,11.48,54.92,4.918,554.8,592.8,153,0,21198.78419
4538,11.69,54.66,4.919,567.5,608.6,150,0,21413.98176
